,StudentID,Year,Semester,Course_Code,Grade
4,209,2012,Spring,EDCT-GE 2040,B-
5,209,2012,Spring,EDCT-GE 2158,A-
6,209,2012,Spring,EDCT-GE 2197,B-
7,209,2012,Spring,EDCT-GE 2500,B+
8,209,2012,Fall,EDCT-GE 2095,A
9,209,2012,Fall,EDCT-GE 2251,A-
10,209,2012,Fall,EDCT-GE 2350,B
11,209,2012,Fall,EDCT-GE 2510,B
12,209,2013,Spring,EDCT-GE 2095,A-
13,209,2013,Spring,EDCT-GE 2116,A-
14,209,2013,Spring,EDCT-GE 2200,B-
15,209,2013,Spring,EDCT-GE 2252,B
0,210,2012,Fall,EDCT-GE 2031,B-
1,210,2012,Fall,EDCT-GE 2076,C+
2,210,2012,Fall,EDCT-GE 2251,B-
3,210,2012,Fall,EDCT-GE 2260,A-
4,210,2012,Fall,EDCT-GE 2350,C+
5,210,2012,Fall,EDCT-GE 2505,B
6,210,2013,Spring,EDCT-GE 2015,B
7,210,2013,Spring,EDCT-GE 2158,A
8,210,2013,Spring,EDCT-GE 2174,C
9,210,2013,Spring,EDCT-GE 2200,B-
10,210,2013,Fall,EDCT-GE 2018,B-
11,210,2013,Fall,EDCT-GE 2175,B
12,210,2013,Fall,EDCT-GE 2197,C+
13,210,2013,Fall,EDCT-GE 2300,B+
14,210,2014,Spring,EDCT-GE 2095,C-
15,210,2014,Spring,EDCT-GE 2116,B-
16,210,2014,Spring,EDCT-GE 2159,B+
17,210,2014,Spring,EDCT-GE 2252,B
18,210,2014,Fall,EDCT-GE 2095,A-
19,210,2014,Fall,EDCT-GE 2510,B-
0,211,2013,Fall,EDCT-GE 2076,B+
1,211,2013,Fall,EDCT-GE 2175,A-
2,211,2013,Fall,EDCT-GE 2251,B
3,211,2013,Fall,EDCT-GE 2510,A
4,211,2014,Spring,EDCT-GE 2158,B+
5,211,2014,Spring,EDCT-GE 2159,A-
6,211,2014,Spring,EDCT-GE 2252,A-
7,211,2014,Spring,EDCT-GE 2520,A
8,211,2014,Fall,EDCT-GE 2018,B
9,211,2014,Fall,EDCT-GE 2260,A-
10,211,2014,Fall,EDCT-GE 2350,B
11,211,2015,Spring,EDCT-GE 2040,B
12,211,2015,Spring,EDCT-GE 2116,B+
13,211,2015,Spring,EDCT-GE 2174,A-
14,211,2015,Spring,EDCT-GE 2500,A
15,211,2015,Fall,EDCT-GE 2031,B-
16,211,2015,Fall,EDCT-GE 2197,B-
17,211,2015,Fall,EDCT-GE 2300,B-
18,211,2015,Fall,EDCT-GE 2505,A
19,211,2016,Spring,EDCT-GE 2200,B+
20,211,2017,Spring,EDCT-GE 2015,A-
21,211,2017,Fall,EDCT-GE 2095,B-
22,211,2018,Spring,EDCT-GE 2095,B
0,212,2014,Fall,EDCT-GE 2015,A
1,212,2014,Fall,EDCT-GE 2175,A
2,212,2014,Fall,EDCT-GE 2251,B+
3,212,2014,Fall,EDCT-GE 2300,B+
4,212,2015,Spring,EDCT-GE 2040,B+
5,212,2015,Spring,EDCT-GE 2116,B
6,212,2015,Spring,EDCT-GE 2200,B-
7,212,2015,Spring,EDCT-GE 2252,A-
8,212,2015,Fall,EDCT-GE 2260,A-
9,212,2015,Fall,EDCT-GE 2350,B+
10,212,2015,Fall,EDCT-GE 2505,A-
11,212,2015,Fall,EDCT-GE 2510,B-
12,212,2016,Spring,EDCT-GE 2018,A-
13,212,2016,Spring,EDCT-GE 2158,C-
14,212,2016,Spring,EDCT-GE 2520,B+
15,212,2016,Fall,EDCT-GE 2031,B-
16,212,2016,Fall,EDCT-GE 2076,B
17,212,2016,Fall,EDCT-GE 2174,B+
18,212,2016,Fall,EDCT-GE 2197,A
19,212,2017,Spring,EDCT-GE 2095,B+
20,212,2017,Spring,EDCT-GE 2159,B+
21,212,2017,Spring,EDCT-GE 2500,A-
22,212,2017,Fall,EDCT-GE 2095,B+
0,213,2015,Fall,EDCT-GE 2174,C
1,213,2015,Fall,EDCT-GE 2175,C+
2,213,2015,Fall,EDCT-GE 2260,B+
3,213,2015,Fall,EDCT-GE 2350,B
4,213,2016,Spring,EDCT-GE 2015,A-
5,213,2016,Spring,EDCT-GE 2159,B+
6,213,2016,Spring,EDCT-GE 2200,A-
7,213,2016,Spring,EDCT-GE 2520,B
8,213,2016,Fall,EDCT-GE 2095,B
9,213,2016,Fall,EDCT-GE 2300,A-
10,213,2017,Spring,EDCT-GE 2116,B
11,213,2017,Spring,EDCT-GE 2158,A
12,213,2017,Spring,EDCT-GE 2197,A-
13,213,2017,Fall,EDCT-GE 2018,B
14,213,2017,Fall,EDCT-GE 2031,C-
15,213,2017,Fall,EDCT-GE 2076,B+
16,213,2017,Fall,EDCT-GE 2095,A
0,214,2016,Fall,EDCT-GE 2015,A-
1,214,2016,Fall,EDCT-GE 2174,B+
2,214,2016,Fall,EDCT-GE 2350,B
3,214,2017,Spring,EDCT-GE 2158,A-
4,214,2017,Spring,EDCT-GE 2159,A
5,214,2017,Spring,EDCT-GE 2197,B+
6,214,2017,Spring,EDCT-GE 2252,C+
7,214,2017,Fall,EDCT-GE 2175,B+
8,214,2017,Fall,EDCT-GE 2260,A-
9,214,2017,Fall,EDCT-GE 2300,C+
10,214,2018,Spring,EDCT-GE 2040,A
11,214,2018,Spring,EDCT-GE 2095,B-
12,214,2018,Spring,EDCT-GE 2200,A-
13,214,2018,Spring,EDCT-GE 2500,C+
14,214,2018,Fall,EDCT-GE 2018,A-
15,214,2018,Fall,EDCT-GE 2031,B-
16,214,2018,Fall,EDCT-GE 2095,B+
17,214,2018,Fall,EDCT-GE 2505,A-
0,215,2017,Fall,EDCT-GE 2015,B+
1,215,2017,Fall,EDCT-GE 2174,A-
2,215,2017,Fall,EDCT-GE 2175,B+
3,215,2017,Fall,EDCT-GE 2251,B-
4,215,2018,Spring,EDCT-GE 2018,C+
5,215,2018,Spring,EDCT-GE 2159,A-
6,215,2018,Spring,EDCT-GE 2197,A
7,215,2018,Spring,EDCT-GE 2200,A
8,215,2018,Fall,EDCT-GE 2031,B
9,215,2018,Fall,EDCT-GE 2095,C+
10,215,2018,Fall,EDCT-GE 2505,A-
11,215,2019,Spring,EDCT-GE 2116,A-
12,215,2019,Spring,EDCT-GE 2158,A-
13,215,2019,Spring,EDCT-GE 2252,A
14,215,2019,Spring,EDCT-GE 2500,A
15,215,2019,Fall,EDCT-GE 2076,A-
16,215,2019,Fall,EDCT-GE 2095,A-
17,215,2019,Fall,EDCT-GE 2260,B-
18,215,2019,Fall,EDCT-GE 2350,A-
0,216,2000,Fall,EDCT-GE 2015,B
1,216,2000,Fall,EDCT-GE 2174,C+
2,216,2000,Fall,EDCT-GE 2175,B+
3,216,2000,Fall,EDCT-GE 2260,B+
4,216,2001,Spring,EDCT-GE 2040,B-
5,216,2001,Spring,EDCT-GE 2116,C
6,216,2001,Spring,EDCT-GE 2158,B
7,216,2001,Spring,EDCT-GE 2200,A-
8,216,2001,Fall,EDCT-GE 2076,C+
9,216,2001,Fall,EDCT-GE 2095,B-
10,216,2001,Fall,EDCT-GE 2251,B+
11,216,2001,Fall,EDCT-GE 2300,C+
12,216,2001,Fall,EDCT-GE 2510,B
13,216,2002,Spring,EDCT-GE 2018,B+
14,216,2002,Spring,EDCT-GE 2095,B-
15,216,2002,Spring,EDCT-GE 2252,B+
0,217,2001,Fall,EDCT-GE 2076,A
1,217,2001,Fall,EDCT-GE 2175,B+
2,217,2001,Fall,EDCT-GE 2300,B+
3,217,2002,Spring,EDCT-GE 2015,B+
4,217,2002,Spring,EDCT-GE 2116,A-
5,217,2002,Spring,EDCT-GE 2158,B+
6,217,2002,Spring,EDCT-GE 2174,B
7,217,2002,Fall,EDCT-GE 2031,A
8,217,2002,Fall,EDCT-GE 2095,B+
9,217,2002,Fall,EDCT-GE 2260,A-
10,217,2002,Fall,EDCT-GE 2505,B+
11,217,2003,Spring,EDCT-GE 2040,A
12,217,2003,Spring,EDCT-GE 2095,A
13,217,2003,Spring,EDCT-GE 2159,A-
14,217,2003,Spring,EDCT-GE 2200,A-
0,218,2002,Fall,EDCT-GE 2015,B+
1,218,2002,Fall,EDCT-GE 2031,B-
2,218,2002,Fall,EDCT-GE 2174,B+
3,218,2003,Spring,EDCT-GE 2018,C+
4,218,2003,Spring,EDCT-GE 2040,A-
5,218,2003,Spring,EDCT-GE 2197,A-
6,218,2003,Spring,EDCT-GE 2200,B+
7,218,2003,Fall,EDCT-GE 2175,B-
8,218,2003,Fall,EDCT-GE 2510,B+
9,218,2004,Spring,EDCT-GE 2116,B-
10,218,2004,Spring,EDCT-GE 2158,B-
11,218,2004,Spring,EDCT-GE 2252,B
12,218,2004,Spring,EDCT-GE 2520,A
13,218,2004,Fall,EDCT-GE 2076,B-
14,218,2004,Fall,EDCT-GE 2095,B+
15,218,2004,Fall,EDCT-GE 2251,A-
16,218,2004,Fall,EDCT-GE 2260,A-
17,218,2005,Spring,EDCT-GE 2095,B
18,218,2005,Spring,EDCT-GE 2159,C
19,218,2005,Spring,EDCT-GE 2500,B+
0,219,2003,Fall,EDCT-GE 2015,A
1,219,2003,Fall,EDCT-GE 2174,A
2,219,2003,Fall,EDCT-GE 2175,B-
3,219,2003,Fall,EDCT-GE 2251,B
4,219,2004,Spring,EDCT-GE 2040,A-
5,219,2004,Spring,EDCT-GE 2116,A-
6,219,2004,Spring,EDCT-GE 2158,C+
7,219,2004,Spring,EDCT-GE 2197,B+
8,219,2004,Fall,EDCT-GE 2031,A
9,219,2004,Fall,EDCT-GE 2076,B+
10,219,2004,Fall,EDCT-GE 2095,A-
11,219,2005,Spring,EDCT-GE 2095,B
12,219,2005,Spring,EDCT-GE 2200,B+
0,220,2004,Fall,EDCT-GE 2174,B
1,220,2004,Fall,EDCT-GE 2175,A-
2,220,2004,Fall,EDCT-GE 2197,B
3,220,2004,Fall,EDCT-GE 2251,A-
4,220,2005,Spring,EDCT-GE 2015,A-
5,220,2005,Spring,EDCT-GE 2158,A
6,220,2005,Spring,EDCT-GE 2159,B
7,220,2005,Spring,EDCT-GE 2200,A-
8,220,2005,Fall,EDCT-GE 2018,C+
9,220,2005,Fall,EDCT-GE 2095,A
10,220,2005,Fall,EDCT-GE 2350,A
11,220,2005,Fall,EDCT-GE 2510,A
12,220,2006,Spring,EDCT-GE 2040,A-
13,220,2006,Spring,EDCT-GE 2095,B+
14,220,2006,Spring,EDCT-GE 2500,C+
0,221,2005,Fall,EDCT-GE 2015,A
1,221,2005,Fall,EDCT-GE 2174,A
2,221,2005,Fall,EDCT-GE 2175,A-
3,221,2005,Fall,EDCT-GE 2510,B-
4,221,2006,Spring,EDCT-GE 2158,A
5,221,2006,Spring,EDCT-GE 2200,A
6,221,2006,Spring,EDCT-GE 2500,B+
7,221,2006,Spring,EDCT-GE 2520,A
8,221,2006,Fall,EDCT-GE 2095,A
9,221,2006,Fall,EDCT-GE 2197,A
10,221,2006,Fall,EDCT-GE 2300,B
11,221,2006,Fall,EDCT-GE 2505,A
12,221,2007,Spring,EDCT-GE 2018,B+
13,221,2007,Spring,EDCT-GE 2040,A-
14,221,2007,Spring,EDCT-GE 2095,A
15,221,2007,Spring,EDCT-GE 2252,A-
0,222,2006,Fall,EDCT-GE 2015,B
1,222,2006,Fall,EDCT-GE 2018,A-
2,222,2006,Fall,EDCT-GE 2174,A
3,222,2006,Fall,EDCT-GE 2175,B-
4,222,2007,Spring,EDCT-GE 2116,A-
5,222,2007,Spring,EDCT-GE 2197,B
6,222,2007,Spring,EDCT-GE 2200,A
7,222,2007,Spring,EDCT-GE 2500,B
8,222,2007,Fall,EDCT-GE 2095,A-
9,222,2007,Fall,EDCT-GE 2260,B+
10,222,2007,Fall,EDCT-GE 2350,B-
11,222,2007,Fall,EDCT-GE 2510,A
12,222,2008,Spring,EDCT-GE 2158,A
13,222,2008,Spring,EDCT-GE 2159,A-
14,222,2008,Spring,EDCT-GE 2252,A
15,222,2008,Fall,EDCT-GE 2031,A
16,222,2008,Fall,EDCT-GE 2095,B-
17,222,2008,Fall,EDCT-GE 2251,C+
18,222,2008,Fall,EDCT-GE 2505,A
0,223,2007,Fall,EDCT-GE 2031,A-
1,223,2007,Fall,EDCT-GE 2300,C+
2,223,2007,Fall,EDCT-GE 2510,A-
3,223,2008,Spring,EDCT-GE 2015,A-
4,223,2008,Spring,EDCT-GE 2040,A-
5,223,2008,Spring,EDCT-GE 2158,A
6,223,2008,Spring,EDCT-GE 2174,B
7,223,2008,Spring,EDCT-GE 2197,C+
8,223,2008,Fall,EDCT-GE 2018,B+
9,223,2008,Fall,EDCT-GE 2076,B+
10,223,2008,Fall,EDCT-GE 2251,B
11,223,2008,Fall,EDCT-GE 2350,B+
12,223,2009,Spring,EDCT-GE 2095,B-
13,223,2009,Spring,EDCT-GE 2116,B-
14,223,2009,Spring,EDCT-GE 2500,B-
15,223,2009,Fall,EDCT-GE 2175,A-
16,223,2009,Fall,EDCT-GE 2260,B+
17,223,2009,Fall,EDCT-GE 2505,A-
18,223,2010,Spring,EDCT-GE 2095,A
19,223,2010,Spring,EDCT-GE 2159,A
20,223,2010,Spring,EDCT-GE 2200,A
21,223,2010,Spring,EDCT-GE 2252,B+
0,224,2008,Fall,EDCT-GE 2076,B+
1,224,2008,Fall,EDCT-GE 2174,B-
2,224,2008,Fall,EDCT-GE 2300,B-
3,224,2009,Spring,EDCT-GE 2015,B-
4,224,2009,Spring,EDCT-GE 2158,B
5,224,2009,Spring,EDCT-GE 2159,C+
6,224,2009,Fall,EDCT-GE 2197,B-
7,224,2009,Fall,EDCT-GE 2260,B-
8,224,2009,Fall,EDCT-GE 2350,B-
9,224,2009,Fall,EDCT-GE 2505,B-
10,224,2010,Spring,EDCT-GE 2018,B-
11,224,2010,Spring,EDCT-GE 2095,C
12,224,2010,Spring,EDCT-GE 2500,B
13,224,2010,Fall,EDCT-GE 2031,B+
14,224,2010,Fall,EDCT-GE 2175,C
15,224,2010,Fall,EDCT-GE 2251,B-
16,224,2010,Fall,EDCT-GE 2510,C-
17,224,2011,Spring,EDCT-GE 2095,B-
18,224,2011,Spring,EDCT-GE 2116,C+
19,224,2011,Spring,EDCT-GE 2200,D
20,224,2011,Spring,EDCT-GE 2252,B-
0,225,2009,Spring,EDCT-GE 2015,A
1,225,2009,Spring,EDCT-GE 2158,B
2,225,2009,Spring,EDCT-GE 2174,A
3,225,2009,Spring,EDCT-GE 2500,A-
4,225,2009,Fall,EDCT-GE 2031,B+
5,225,2009,Fall,EDCT-GE 2197,C+
6,225,2009,Fall,EDCT-GE 2350,B
7,225,2009,Fall,EDCT-GE 2510,A-
8,225,2010,Spring,EDCT-GE 2018,C+
9,225,2010,Spring,EDCT-GE 2095,B
10,225,2010,Spring,EDCT-GE 2159,A-
11,225,2010,Spring,EDCT-GE 2520,B+
12,225,2010,Fall,EDCT-GE 2175,A
13,225,2010,Fall,EDCT-GE 2251,A
14,225,2010,Fall,EDCT-GE 2260,B
15,225,2010,Fall,EDCT-GE 2505,B+
16,225,2011,Spring,EDCT-GE 2095,B-
17,225,2011,Spring,EDCT-GE 2116,C+
18,225,2011,Spring,EDCT-GE 2200,B+
0,226,2010,Fall,EDCT-GE 2015,B
1,226,2010,Fall,EDCT-GE 2174,B-
2,226,2010,Fall,EDCT-GE 2175,B-
3,226,2010,Fall,EDCT-GE 2197,B-
4,226,2011,Spring,EDCT-GE 2040,B
5,226,2011,Spring,EDCT-GE 2116,B-
6,226,2011,Spring,EDCT-GE 2159,C
7,226,2011,Fall,EDCT-GE 2031,B+
8,226,2011,Fall,EDCT-GE 2076,B-
9,226,2011,Fall,EDCT-GE 2095,C-
10,226,2011,Fall,EDCT-GE 2300,B-
11,226,2012,Spring,EDCT-GE 2200,B-
12,226,2012,Spring,EDCT-GE 2500,C+
13,226,2012,Spring,EDCT-GE 2520,A-
14,226,2012,Fall,EDCT-GE 2095,B-
15,226,2012,Fall,EDCT-GE 2251,B-
16,226,2012,Fall,EDCT-GE 2350,B+
17,226,2012,Fall,EDCT-GE 2505,B-
0,227,2011,Fall,EDCT-GE 2015,B+
1,227,2011,Fall,EDCT-GE 2175,A-
2,227,2011,Fall,EDCT-GE 2251,A
3,227,2011,Fall,EDCT-GE 2350,A
4,227,2012,Spring,EDCT-GE 2018,B
5,227,2012,Spring,EDCT-GE 2158,B
6,227,2012,Spring,EDCT-GE 2174,A
7,227,2012,Spring,EDCT-GE 2197,B-
8,227,2012,Fall,EDCT-GE 2031,A
9,227,2012,Fall,EDCT-GE 2095,C+
10,227,2012,Fall,EDCT-GE 2510,A
11,227,2013,Spring,EDCT-GE 2095,A-
12,227,2013,Spring,EDCT-GE 2200,B-
13,227,2013,Spring,EDCT-GE 2252,B+
14,227,2013,Spring,EDCT-GE 2520,C+
0,228,2012,Spring,EDCT-GE 2116,A
1,228,2012,Spring,EDCT-GE 2197,C+
2,228,2012,Spring,EDCT-GE 2252,C-
3,228,2012,Spring,EDCT-GE 2500,B+
4,228,2012,Fall,EDCT-GE 2076,A
5,228,2012,Fall,EDCT-GE 2174,B-
6,228,2012,Fall,EDCT-GE 2175,C+
7,228,2013,Spring,EDCT-GE 2018,A-
8,228,2013,Spring,EDCT-GE 2040,A
9,228,2013,Spring,EDCT-GE 2200,B
10,228,2013,Spring,EDCT-GE 2520,B+
11,228,2013,Fall,EDCT-GE 2300,A-
12,228,2013,Fall,EDCT-GE 2350,A-
13,228,2013,Fall,EDCT-GE 2510,A
14,228,2014,Spring,EDCT-GE 2015,A
15,228,2014,Spring,EDCT-GE 2158,A-
16,228,2014,Spring,EDCT-GE 2159,B-
17,228,2014,Fall,EDCT-GE 2095,A-
18,228,2014,Fall,EDCT-GE 2251,B+
19,228,2014,Fall,EDCT-GE 2260,A
20,228,2015,Spring,EDCT-GE 2095,B-
0,229,2013,Fall,EDCT-GE 2015,A
1,229,2013,Fall,EDCT-GE 2251,B+
2,229,2013,Fall,EDCT-GE 2260,A-
3,229,2013,Fall,EDCT-GE 2510,B+
4,229,2014,Spring,EDCT-GE 2116,B
5,229,2014,Spring,EDCT-GE 2158,B-
6,229,2014,Spring,EDCT-GE 2174,A
7,229,2014,Spring,EDCT-GE 2197,A
8,229,2014,Fall,EDCT-GE 2018,C+
9,229,2014,Fall,EDCT-GE 2031,A-
10,229,2014,Fall,EDCT-GE 2076,A-
11,229,2014,Fall,EDCT-GE 2505,A-
12,229,2015,Spring,EDCT-GE 2095,A
13,229,2015,Spring,EDCT-GE 2159,A-
14,229,2015,Spring,EDCT-GE 2200,B-
15,229,2015,Spring,EDCT-GE 2252,B+
16,229,2015,Fall,EDCT-GE 2175,B+
17,229,2015,Fall,EDCT-GE 2300,A
18,229,2015,Fall,EDCT-GE 2350,A
19,229,2016,Spring,EDCT-GE 2040,A-
20,229,2016,Spring,EDCT-GE 2095,A
21,229,2016,Spring,EDCT-GE 2500,B+
22,229,2016,Spring,EDCT-GE 2520,B-
0,230,2014,Fall,EDCT-GE 2015,B
1,230,2014,Fall,EDCT-GE 2174,A-
2,230,2014,Fall,EDCT-GE 2175,A-
3,230,2015,Spring,EDCT-GE 2018,B
4,230,2015,Spring,EDCT-GE 2159,B
5,230,2015,Spring,EDCT-GE 2200,B+
6,230,2015,Spring,EDCT-GE 2500,B+
7,230,2015,Fall,EDCT-GE 2076,C+
8,230,2015,Fall,EDCT-GE 2095,B+
9,230,2015,Fall,EDCT-GE 2260,B-
10,230,2015,Fall,EDCT-GE 2505,C+
11,230,2016,Spring,EDCT-GE 2040,C+
12,230,2016,Spring,EDCT-GE 2116,B+
13,230,2016,Spring,EDCT-GE 2158,A-
14,230,2016,Spring,EDCT-GE 2520,A-
15,230,2016,Fall,EDCT-GE 2095,A
16,230,2016,Fall,EDCT-GE 2300,A
17,230,2016,Fall,EDCT-GE 2510,A-
0,231,2015,Spring,EDCT-GE 2015,A-
1,231,2015,Spring,EDCT-GE 2158,B+
2,231,2015,Spring,EDCT-GE 2174,A
3,231,2015,Spring,EDCT-GE 2200,A
4,231,2015,Fall,EDCT-GE 2018,A
5,231,2015,Fall,EDCT-GE 2076,B
6,231,2015,Fall,EDCT-GE 2197,A
7,231,2015,Fall,EDCT-GE 2350,B+
8,231,2016,Spring,EDCT-GE 2095,A-
9,231,2016,Spring,EDCT-GE 2252,A-
10,231,2016,Spring,EDCT-GE 2500,A-
11,231,2016,Spring,EDCT-GE 2520,B
12,231,2016,Fall,EDCT-GE 2175,C+
13,231,2016,Fall,EDCT-GE 2260,A
14,231,2017,Spring,EDCT-GE 2040,B
15,231,2017,Spring,EDCT-GE 2095,B+
16,231,2017,Spring,EDCT-GE 2116,C+
0,232,2016,Spring,EDCT-GE 2018,A-
1,232,2016,Spring,EDCT-GE 2116,A
2,232,2016,Spring,EDCT-GE 2500,C+
3,232,2016,Fall,EDCT-GE 2015,A
4,232,2016,Fall,EDCT-GE 2174,A-
5,232,2016,Fall,EDCT-GE 2251,B+
6,232,2016,Fall,EDCT-GE 2260,A-
7,232,2016,Fall,EDCT-GE 2300,B-
8,232,2017,Spring,EDCT-GE 2040,B-
9,232,2017,Spring,EDCT-GE 2159,A
10,232,2017,Spring,EDCT-GE 2197,B+
11,232,2017,Spring,EDCT-GE 2200,B-
12,232,2017,Fall,EDCT-GE 2076,B-
13,232,2017,Fall,EDCT-GE 2350,C
14,232,2017,Fall,EDCT-GE 2510,A-
15,232,2018,Spring,EDCT-GE 2158,A-
16,232,2018,Spring,EDCT-GE 2252,B
17,232,2018,Spring,EDCT-GE 2520,A-
18,232,2018,Fall,EDCT-GE 2031,B
19,232,2018,Fall,EDCT-GE 2175,B-
20,232,2018,Fall,EDCT-GE 2505,B+
21,232,2019,Spring,EDCT-GE 2095,A
22,232,2019,Fall,EDCT-GE 2095,A
0,233,2017,Fall,EDCT-GE 2076,A-
1,233,2017,Fall,EDCT-GE 2174,A-
2,233,2017,Fall,EDCT-GE 2175,B+
3,233,2018,Spring,EDCT-GE 2015,A
4,233,2018,Spring,EDCT-GE 2018,A-
5,233,2018,Spring,EDCT-GE 2158,A-
6,233,2018,Spring,EDCT-GE 2200,B
7,233,2018,Fall,EDCT-GE 2031,A-
8,233,2018,Fall,EDCT-GE 2095,A
9,233,2018,Fall,EDCT-GE 2197,A
10,233,2018,Fall,EDCT-GE 2510,B
11,233,2019,Spring,EDCT-GE 2040,A
12,233,2019,Spring,EDCT-GE 2095,B+
13,233,2019,Spring,EDCT-GE 2500,A
0,234,2000,Fall,EDCT-GE 2015,B-
1,234,2000,Fall,EDCT-GE 2174,C+
2,234,2000,Fall,EDCT-GE 2175,C
3,234,2000,Fall,EDCT-GE 2251,B
4,234,2001,Spring,EDCT-GE 2040,B
5,234,2001,Spring,EDCT-GE 2158,C
6,234,2001,Spring,EDCT-GE 2500,B+
7,234,2001,Fall,EDCT-GE 2095,B-
8,234,2001,Fall,EDCT-GE 2300,B-
9,234,2001,Fall,EDCT-GE 2505,B
10,234,2002,Spring,EDCT-GE 2018,B+
11,234,2002,Spring,EDCT-GE 2095,C+
12,234,2002,Spring,EDCT-GE 2200,B-
13,234,2002,Spring,EDCT-GE 2520,B-
0,235,2001,Fall,EDCT-GE 2015,A
1,235,2001,Fall,EDCT-GE 2076,B-
2,235,2001,Fall,EDCT-GE 2174,D+
3,235,2001,Fall,EDCT-GE 2175,B-
4,235,2002,Spring,EDCT-GE 2040,B
5,235,2002,Spring,EDCT-GE 2159,B+
6,235,2002,Spring,EDCT-GE 2252,B+
7,235,2002,Spring,EDCT-GE 2520,B-
8,235,2002,Fall,EDCT-GE 2031,B
9,235,2002,Fall,EDCT-GE 2095,B-
10,235,2002,Fall,EDCT-GE 2251,B-
11,235,2002,Fall,EDCT-GE 2300,B
12,235,2003,Spring,EDCT-GE 2158,B-
13,235,2003,Spring,EDCT-GE 2197,B
14,235,2003,Spring,EDCT-GE 2200,D+
15,235,2003,Spring,EDCT-GE 2500,A-
16,235,2003,Fall,EDCT-GE 2095,B-
17,235,2003,Fall,EDCT-GE 2260,C+
18,235,2003,Fall,EDCT-GE 2350,B-
19,235,2003,Fall,EDCT-GE 2510,B+
0,236,2002,Spring,EDCT-GE 2018,B+
1,236,2002,Spring,EDCT-GE 2174,A
2,236,2002,Fall,EDCT-GE 2076,A
3,236,2002,Fall,EDCT-GE 2197,A-
4,236,2002,Fall,EDCT-GE 2251,A
5,236,2002,Fall,EDCT-GE 2505,A-
6,236,2003,Spring,EDCT-GE 2015,A-
7,236,2003,Spring,EDCT-GE 2159,C+
8,236,2003,Spring,EDCT-GE 2500,B+
9,236,2003,Spring,EDCT-GE 2520,C+
10,236,2003,Fall,EDCT-GE 2175,A-
11,236,2003,Fall,EDCT-GE 2260,B-
12,236,2004,Spring,EDCT-GE 2040,A-
13,236,2004,Spring,EDCT-GE 2158,C+
14,236,2004,Spring,EDCT-GE 2200,B+
15,236,2004,Spring,EDCT-GE 2252,A
16,236,2004,Fall,EDCT-GE 2031,A-
17,236,2004,Fall,EDCT-GE 2095,A
18,236,2004,Fall,EDCT-GE 2350,A-
19,236,2004,Fall,EDCT-GE 2510,A
20,236,2005,Spring,EDCT-GE 2095,B+
21,236,2005,Spring,EDCT-GE 2116,A-
0,237,2003,Fall,EDCT-GE 2018,B
1,237,2003,Fall,EDCT-GE 2076,B+
2,237,2003,Fall,EDCT-GE 2174,A-
3,237,2003,Fall,EDCT-GE 2175,B-
4,237,2004,Spring,EDCT-GE 2015,A
5,237,2004,Spring,EDCT-GE 2116,B-
6,237,2004,Spring,EDCT-GE 2158,A
7,237,2004,Spring,EDCT-GE 2200,B+
8,237,2004,Fall,EDCT-GE 2095,A-
9,237,2004,Fall,EDCT-GE 2197,A
10,237,2004,Fall,EDCT-GE 2300,C+
11,237,2005,Spring,EDCT-GE 2040,B+
12,237,2005,Spring,EDCT-GE 2095,B+
13,237,2005,Spring,EDCT-GE 2159,B
14,237,2005,Spring,EDCT-GE 2252,A
0,238,2004,Fall,EDCT-GE 2015,B
1,238,2004,Fall,EDCT-GE 2175,B+
2,238,2005,Spring,EDCT-GE 2018,A
3,238,2005,Spring,EDCT-GE 2158,A
4,238,2005,Spring,EDCT-GE 2174,B
5,238,2005,Spring,EDCT-GE 2197,A-
6,238,2005,Fall,EDCT-GE 2095,B+
7,238,2005,Fall,EDCT-GE 2260,C+
8,238,2005,Fall,EDCT-GE 2505,A-
9,238,2006,Spring,EDCT-GE 2095,B+
10,238,2006,Spring,EDCT-GE 2200,A-
11,238,2006,Spring,EDCT-GE 2500,A
12,238,2006,Spring,EDCT-GE 2520,A-
0,239,2005,Spring,EDCT-GE 2015,B-
1,239,2005,Spring,EDCT-GE 2040,B+
2,239,2005,Spring,EDCT-GE 2158,C+
3,239,2005,Spring,EDCT-GE 2174,C+
4,239,2005,Fall,EDCT-GE 2031,C
5,239,2005,Fall,EDCT-GE 2260,C
6,239,2005,Fall,EDCT-GE 2300,C
7,239,2006,Spring,EDCT-GE 2095,B+
8,239,2006,Spring,EDCT-GE 2116,D+
9,239,2006,Spring,EDCT-GE 2200,C
10,239,2006,Spring,EDCT-GE 2500,C+
11,239,2006,Fall,EDCT-GE 2018,B+
12,239,2006,Fall,EDCT-GE 2076,C+
13,239,2006,Fall,EDCT-GE 2175,B+
14,239,2006,Fall,EDCT-GE 2251,B+
15,239,2007,Spring,EDCT-GE 2095,C-
16,239,2007,Spring,EDCT-GE 2159,B
17,239,2007,Spring,EDCT-GE 2252,B-
0,240,2006,Fall,EDCT-GE 2015,A-
1,240,2006,Fall,EDCT-GE 2174,B+
2,240,2006,Fall,EDCT-GE 2175,B+
3,240,2006,Fall,EDCT-GE 2300,A
4,240,2007,Spring,EDCT-GE 2018,B+
5,240,2007,Spring,EDCT-GE 2040,A-
6,240,2007,Spring,EDCT-GE 2158,A
