anon_id,overall,environment,feedback,async,opportunities,sensitiviy
1030,5,2,1,2,3,5
3189,4,1,5,3,2,5
2493,3,2,4,1,5,1
599,2,1,5,2,5,3
3528,3,1,3,5,4,1
3227,1,3,2,4,2,4
4539,4,1,2,4,1,4
4470,4,3,3,2,1,4
732,2,3,5,2,2,3
4428,5,5,2,4,3,1
4093,1,3,3,3,5,4
3457,5,2,2,1,3,5
2058,3,3,5,1,2,2
2908,2,1,5,5,1,5
4239,5,5,3,4,1,5
61,4,4,5,4,2,1
2680,2,2,4,1,3,4
98,3,4,5,3,5,5
3575,2,1,4,1,5,4
3731,3,3,5,2,1,2
3478,2,1,4,4,5,5
2183,1,3,4,3,3,1
1907,2,1,1,5,3,4
1934,3,4,2,1,5,4
3286,3,1,1,2,4,1
1974,1,4,2,3,4,3
3254,1,2,4,1,1,1
3805,3,5,1,3,2,3
2499,2,5,2,4,5,2
2606,1,4,5,2,2,2
4049,5,2,3,2,4,1
1286,5,2,2,3,5,4
4246,4,1,5,5,3,3
712,4,5,4,5,4,1
1797,3,1,5,1,2,1
2999,4,2,2,2,3,1
1056,3,4,4,2,3,4
3644,3,4,3,2,5,5
3607,2,1,2,4,5,4
2476,3,3,4,1,2,3
2136,1,1,3,3,5,4
768,1,1,4,1,1,3
2664,5,4,4,1,3,2
3651,4,2,3,1,1,4
2403,3,5,1,2,5,1
659,2,1,1,5,2,3
4669,1,5,5,4,3,2
757,2,4,3,1,3,1
3300,1,2,2,2,4,3
4791,5,2,5,5,1,3
2970,4,5,2,5,4,4
4743,4,4,2,2,2,3
1608,1,1,2,3,3,4
2581,4,1,2,1,1,2
4224,5,1,3,4,1,5
313,2,3,5,1,1,2
2502,4,4,2,1,5,3
1800,2,3,4,3,4,4
2207,2,5,1,4,2,1
4452,5,4,1,1,2,3
3211,1,5,3,3,4,4
577,2,3,4,3,1,1
2630,1,2,3,5,2,2
3665,1,1,3,3,5,1
319,2,5,4,5,5,4
4281,4,1,3,3,2,4
3108,1,1,4,3,2,3
169,5,4,4,2,1,1
3434,4,1,1,5,5,1
1129,1,3,4,5,4,2
1375,2,3,4,5,3,3
3798,5,5,4,5,2,5
2936,3,1,5,1,1,5
1717,4,4,3,1,4,1
4419,3,3,2,3,2,5
630,1,4,1,3,2,1
2246,4,3,3,5,2,4
4512,4,3,1,3,3,4
1066,2,4,1,3,2,5
4030,1,5,4,2,3,3
6,5,5,5,4,4,1
622,5,3,3,4,2,2
2569,5,3,3,4,5,5
2121,4,5,3,3,3,2
2242,1,5,1,2,5,1
2511,1,4,1,1,1,3
1658,5,1,3,2,5,5
1423,4,1,2,2,2,5
4332,2,5,2,1,3,3
185,4,5,1,5,3,3
3794,3,2,3,4,2,1
3273,1,5,2,4,4,2
475,1,4,2,2,5,4
2200,5,4,4,5,4,3
4004,5,3,4,2,2,5
3025,4,3,2,2,3,1
553,4,1,3,5,1,1
438,3,5,1,5,5,4
1259,4,1,2,5,4,4
520,1,1,1,2,2,1
4473,2,1,5,2,1,3
1801,5,1,2,2,1,3
3781,5,3,4,1,2,5
1582,5,5,1,5,5,5
2221,2,5,5,1,3,2
4313,4,3,1,3,3,4
2,3,4,4,3,4,4
2393,2,1,3,1,4,3
4341,3,2,1,5,4,4
38,4,4,2,3,1,1
2189,4,5,3,1,3,5
464,3,4,4,5,2,5
4204,2,5,5,2,5,1
3719,4,2,1,1,1,3
3694,1,3,3,3,4,2
748,1,5,3,1,3,2
4310,5,1,3,3,4,4
671,1,5,3,3,1,2
1719,5,2,2,3,3,5
3578,2,2,3,5,1,4
4704,2,3,3,3,2,5
1424,2,4,3,4,4,5
3514,5,3,2,5,5,2
4122,2,1,3,5,5,3
1509,4,4,2,5,1,5
4331,4,4,3,5,2,5
1555,5,5,5,5,5,4
4460,2,4,3,3,5,2
2532,5,3,5,1,1,1
3240,2,2,2,4,1,1
2293,5,4,4,4,4,5
4037,5,2,2,5,2,1
396,2,2,3,2,3,2
2181,3,2,5,4,3,1
3113,5,1,5,1,2,5
2560,2,5,5,5,2,3
3340,2,1,3,2,4,3
3257,3,3,1,1,4,5
1808,3,2,3,4,3,2
4489,2,5,5,1,2,4
1802,1,1,1,5,4,4
336,1,2,5,4,3,3
3992,3,2,3,3,4,2
3373,2,2,1,2,5,2
3352,4,2,5,3,1,1
1001,2,2,1,2,3,2
2469,3,2,5,3,3,1
4587,3,1,3,5,5,5
1944,3,5,3,3,3,5
3765,4,2,1,5,3,4
2304,2,4,3,2,4,4
1841,4,5,1,5,2,2
2170,3,5,4,4,1,5
4353,5,4,4,3,2,1
1007,3,4,3,1,1,2
1216,4,1,1,1,2,5
4088,5,3,1,1,5,1
4215,2,4,4,3,1,2
737,1,4,2,5,4,1
3087,3,4,4,4,3,3
27,2,2,3,1,5,3
2810,5,1,3,3,1,1
4494,4,1,3,1,2,1
1973,2,5,2,5,4,2
2007,1,1,1,1,2,1
1960,1,2,1,5,4,3
4261,1,3,1,5,5,3
902,5,5,1,1,5,1
1187,3,3,2,2,5,4
4742,3,2,4,4,3,3
1840,3,4,2,1,2,3
1740,5,5,4,3,2,3
3302,1,5,2,1,1,2
286,3,2,1,3,2,4
4706,4,5,1,2,4,3
1390,1,1,1,5,2,3
4720,5,5,3,5,1,4
320,1,4,2,4,2,2
522,5,5,4,5,3,4
3725,1,2,4,4,1,5
3671,3,4,1,4,4,3
3151,2,2,3,2,3,4
4429,5,5,5,3,3,1
202,4,2,5,3,5,1
1631,2,2,4,2,1,4
1526,3,1,1,3,2,3
1864,1,1,1,1,1,2
688,4,4,3,1,3,1
1202,4,5,5,1,4,4
3804,1,1,5,4,4,1
4645,5,4,5,4,3,1
4517,4,4,2,5,2,4
1330,3,3,2,4,3,1
440,1,3,1,3,5,4
4103,2,2,3,1,4,4
1247,4,2,2,3,3,5
1605,1,4,1,1,1,3
2844,5,5,1,2,1,2
1830,2,2,4,1,3,1
455,5,3,1,2,2,5
3450,5,2,5,4,2,1
3867,4,1,5,5,1,3
2355,5,5,5,5,3,5
595,2,3,2,3,1,3
4721,2,5,4,5,5,5
421,5,2,4,4,4,4
4550,4,2,5,3,5,4
355,1,3,5,1,3,4
128,1,5,4,3,3,5
4747,3,2,1,4,5,3
2626,3,2,3,4,2,4
1558,4,1,3,4,4,2
1622,1,2,4,1,5,2
2946,4,2,5,2,3,2
1576,5,4,2,2,2,4
725,1,1,1,1,2,3
4387,2,4,4,4,2,1
2948,5,3,1,4,1,1
372,5,1,3,4,1,1
2565,1,1,3,3,3,4
4665,1,2,3,4,2,3
1175,3,3,5,4,1,1
3404,4,4,5,2,4,1
3737,2,4,3,5,1,2
3488,2,3,4,2,1,2
2809,1,1,4,1,1,2
4398,5,4,2,3,3,2
2487,2,1,4,1,3,3
1879,4,2,5,5,4,2
1016,4,4,1,5,3,4
731,1,4,3,4,3,3
4804,4,5,2,1,1,4
267,5,5,4,2,5,4
4356,3,1,1,2,1,1
2481,5,3,5,4,1,4
3073,1,1,2,2,4,4
358,1,5,5,4,5,1
774,1,5,2,4,3,1
765,1,4,3,5,2,1
4365,1,2,5,2,4,5
2286,4,2,1,5,1,1
1461,5,2,4,4,1,4
1014,2,5,3,5,3,5
2478,2,3,5,5,3,4
4757,5,1,5,4,3,1
409,3,5,4,4,4,3
2663,1,5,2,3,5,2
1863,4,1,5,3,4,3
1702,3,4,1,3,5,2
391,5,4,3,4,2,5
717,1,5,5,2,4,5
926,3,4,5,3,3,2
125,2,2,1,4,2,1
3065,3,2,5,2,3,2
4191,3,1,4,3,1,3
1920,4,1,1,3,2,5
4390,3,1,4,1,5,5
4377,4,2,4,2,4,1
2834,5,3,2,3,4,1
3102,2,3,3,5,5,2
1803,3,3,3,2,3,4
1454,3,3,5,1,5,4
1954,5,2,4,1,3,5
1501,2,1,4,4,5,5
2761,3,5,3,2,1,3
2615,5,1,2,5,1,2
4491,5,1,1,2,5,1
89,3,5,3,1,4,1
2445,2,4,5,2,1,5
3407,5,5,3,3,3,3
1598,3,1,1,1,1,2
3785,3,5,3,4,4,1
9,3,5,2,4,1,1
3165,2,2,5,5,3,3
1146,2,5,2,4,3,1
4155,1,5,4,4,1,4
1758,4,3,5,3,4,4
3657,5,3,3,2,5,1
626,1,4,2,3,2,1
2914,5,5,4,1,2,1
741,3,4,3,2,4,4
2330,5,4,4,4,3,2
3366,4,2,1,3,5,1
4111,2,3,2,3,3,3
904,5,1,2,1,3,1
3393,4,5,5,4,1,5
2095,4,5,2,3,2,3
3753,5,4,4,3,5,3
3232,4,1,4,3,4,3
4430,1,2,3,4,1,2
1396,4,1,3,1,1,3
3018,3,4,1,1,1,3
2907,3,1,4,3,3,3
2922,4,4,1,3,1,2
3160,5,4,2,1,1,3
64,2,1,5,1,3,3
3958,4,1,1,4,4,1
3790,4,4,3,5,4,3
4426,3,2,2,3,5,1
823,1,1,1,1,3,5
272,1,4,1,2,5,4
3462,2,5,4,4,1,5
786,4,2,4,2,4,2
808,2,4,2,2,2,5
264,4,5,1,2,5,4
3355,3,1,4,5,4,5
3545,3,4,4,3,5,1
2774,3,5,5,3,4,5
961,4,1,4,3,2,1
3269,2,5,2,5,1,4
188,1,2,5,4,4,5
1053,5,2,3,5,2,4
2474,4,2,4,3,1,3
4300,1,5,1,3,3,3
4584,3,3,4,4,4,1
1153,5,5,3,4,2,1
462,3,3,1,2,3,5
2290,3,3,1,1,1,5
2367,5,1,4,3,3,3
3358,2,1,1,4,5,3
1267,5,3,3,5,5,4
4575,1,5,5,5,3,5
242,2,2,1,1,3,3
3127,4,5,2,5,5,4
763,2,2,3,3,4,3
4604,5,5,3,4,5,1
1328,2,4,3,4,2,3
1319,5,1,3,1,2,4
1189,3,3,1,1,2,5
2927,2,2,2,4,3,5
1846,4,2,1,2,3,4
592,3,4,4,1,3,1
4080,2,1,5,1,1,3
2841,1,5,1,5,4,5
950,4,1,3,2,2,3
262,2,1,5,5,2,4
1196,3,4,2,3,2,5
2855,2,2,2,4,2,5
1119,2,2,4,2,1,2
4248,1,3,4,2,4,2
682,3,3,1,3,1,2
3875,3,1,5,5,2,4
4577,4,5,5,1,3,4
1225,4,1,1,4,5,1
4079,1,3,4,5,5,4
2634,5,2,2,1,4,1
1280,2,5,3,4,5,5
176,2,1,1,4,4,2
1365,2,1,4,5,3,2
4715,5,4,4,4,3,5
3100,4,5,3,5,2,5
3282,1,1,1,2,2,1
996,5,4,1,1,4,4
1972,5,5,3,4,4,1
1411,5,3,3,2,5,4
1428,4,5,4,5,1,1
1599,4,5,3,3,2,1
1559,1,1,1,4,4,5
303,5,5,1,1,1,5
2188,4,2,2,1,4,1
485,5,3,5,3,5,3
2266,2,4,2,1,5,5
942,3,4,5,2,3,1
2430,2,5,1,1,3,1
1384,4,1,1,3,4,4
3430,5,5,2,1,2,5
3403,4,4,1,1,1,4
2103,1,4,3,5,2,4
1792,3,4,3,4,4,2
1625,2,1,1,1,5,1
4172,3,2,1,3,3,4
962,3,1,4,4,1,1
3330,5,3,5,5,2,1
3533,3,1,3,4,4,2
1994,1,1,3,2,3,2
2134,4,5,2,3,3,5
1391,3,3,5,3,5,2
1955,1,2,5,2,5,5
1655,5,1,2,5,4,3
63,5,2,5,1,5,4
2995,3,4,1,5,1,4
1199,4,1,5,2,2,1
4058,5,3,5,3,5,3
3669,3,2,3,4,1,2
4242,3,4,2,2,4,1
3718,3,1,2,4,1,3
3807,3,2,4,5,3,5
4002,5,3,5,2,5,3
2900,2,3,5,4,2,3
1340,5,3,1,3,3,4
225,3,3,1,4,4,5
2029,2,1,4,2,4,5
706,4,5,3,3,4,4
2829,5,5,4,3,1,3
2289,4,3,2,3,4,4
571,5,4,4,2,5,5
436,5,2,4,3,5,3
3935,1,3,3,2,3,3
1659,1,3,2,4,2,5
669,4,5,3,5,2,4
3557,4,1,4,3,4,1
4371,1,3,3,2,3,2
3616,4,5,3,3,1,1
3760,2,4,4,2,1,2
3838,4,3,2,5,2,3
1043,4,4,2,1,5,4
2479,4,4,4,3,2,3
432,1,2,3,1,5,4
1407,2,3,3,1,4,1
2522,1,1,2,3,2,5
2582,5,2,2,2,3,2
4006,3,4,3,4,4,2
401,1,5,3,2,3,3
3258,5,5,1,1,3,4
154,2,5,2,2,5,1
119,3,4,3,2,3,1
4700,2,1,2,3,4,3
649,1,4,2,3,1,2
2711,2,4,5,3,2,5
1721,2,4,2,4,2,4
448,3,3,3,1,2,5
2956,2,5,1,1,4,5
2173,1,1,1,2,2,1
619,4,3,2,3,5,5
3705,2,5,1,3,2,3
197,5,5,1,5,3,5
36,2,4,1,1,2,3
3253,5,4,5,4,3,5
1214,3,2,3,4,1,4
79,2,4,4,3,2,3
4682,5,4,5,5,5,3
323,1,3,2,3,2,5
1157,2,1,2,1,1,2
1858,1,3,2,4,3,1
3038,5,1,1,5,2,5
1641,3,5,5,5,4,5
1351,3,1,2,2,1,2
4677,3,2,2,5,3,4
4074,5,4,1,1,2,2
562,5,5,1,2,3,3
4393,1,2,3,5,1,1
359,5,2,3,5,3,3
4072,2,1,2,1,2,2
238,1,4,4,3,1,2
778,4,3,4,3,3,1
4405,2,4,2,3,1,2
2063,1,3,5,4,2,5
2413,2,2,3,4,2,5
4644,5,2,3,3,5,1
4070,5,2,3,5,3,3
2832,2,2,4,1,5,3
2098,2,1,1,1,1,1
2858,4,3,3,4,4,2
4734,1,4,3,4,1,4
544,3,2,5,2,4,4
4540,2,5,1,1,2,3
109,4,1,5,4,1,5
2963,2,3,5,4,2,2
4454,4,5,2,1,5,4
1262,2,3,1,1,5,1
4025,4,4,1,5,2,3
2097,1,5,5,1,2,1
2037,3,2,5,3,3,4
1670,3,2,4,3,1,3
1618,4,4,3,3,3,2
4455,3,1,5,5,4,4
3856,3,5,3,4,5,2
3380,5,4,4,2,2,5
1649,3,2,1,3,3,2
4633,5,5,5,5,3,4
3924,4,1,5,3,5,1
2260,2,1,2,1,1,3
4193,1,4,3,3,1,1
534,4,1,3,1,2,1
343,3,2,4,1,3,4
3417,2,3,3,3,3,3
1485,1,5,1,2,1,4
1765,1,1,2,3,5,5
3468,1,2,3,2,4,5
4413,5,4,3,5,2,3
1006,1,2,5,3,2,1
2930,1,5,1,3,4,1
445,5,1,2,2,3,3
2143,1,1,5,5,2,5
1839,4,1,4,2,2,4
3009,3,2,1,4,2,5
849,2,4,3,5,4,2
1419,2,3,4,2,1,3
4496,2,1,1,4,5,2
174,4,2,2,2,5,1
4595,3,4,3,3,1,4
164,1,2,3,1,4,1
1811,3,5,3,5,3,3
4063,2,4,2,4,4,4
4139,4,4,4,2,3,2
3880,5,1,5,5,1,5
3324,1,3,2,5,2,4
1589,2,4,3,2,5,5
3277,1,1,2,5,3,1
1874,2,1,4,1,2,2
1067,2,2,3,5,4,4
4245,3,4,3,3,2,4
967,2,4,2,3,5,4
2504,2,5,4,3,2,4
970,4,5,2,4,3,2
2647,3,4,3,5,4,5
4324,2,3,3,1,2,5
1075,5,3,1,4,5,3
2335,4,4,2,3,1,5
1409,1,2,2,2,5,1
1020,1,1,3,2,5,4
2512,1,3,4,2,3,1
4570,2,2,3,5,1,1
2741,4,1,4,2,2,4
858,3,2,4,2,3,2
3487,1,2,2,3,3,1
2749,5,1,5,2,3,5
954,4,3,4,1,3,3
4073,4,1,1,4,3,3
1986,1,5,1,1,3,5
3270,4,4,1,1,1,5
2836,3,4,4,3,3,3
810,1,5,4,1,2,3
2881,5,4,2,3,1,4
2968,3,1,5,3,3,4
855,2,1,5,4,1,5
2518,3,2,4,3,5,1
198,2,3,4,5,2,1
2878,4,1,4,1,3,2
1939,1,4,4,1,1,4
2958,2,1,2,2,5,2
4769,4,5,3,1,4,5
960,1,2,5,4,3,4
1172,3,4,5,1,3,5
3159,3,4,5,1,2,3
2839,5,1,1,2,5,3
2931,1,1,5,3,5,1
2486,5,3,5,3,4,1
189,1,4,5,4,2,5
2568,3,4,4,4,5,5
1933,2,3,2,3,3,1
2544,5,2,1,4,1,1
1263,3,1,2,3,5,2
206,4,5,2,3,5,2
187,5,5,2,1,5,2
4279,4,4,2,3,3,1
1709,4,1,1,5,4,3
1245,3,5,5,4,2,4
4766,5,2,4,5,1,2
776,4,2,2,1,3,3
505,1,4,1,2,5,4
1332,5,1,2,1,5,1
3508,5,4,2,5,1,5
906,1,3,5,4,4,5
3888,1,4,5,1,4,4
3834,4,5,1,4,5,5
4081,1,4,1,5,5,4
3870,2,2,3,5,3,4
3981,1,4,3,3,3,3
1536,1,3,3,5,2,1
2059,2,4,1,3,2,3
2021,1,3,5,1,4,5
260,3,4,5,4,2,5
1617,4,5,2,3,3,2
1669,1,4,1,3,3,1
472,2,2,3,1,5,4
3927,5,3,4,4,2,5
481,5,1,5,3,5,4
1160,1,2,2,4,1,5
4304,1,2,3,5,3,2
1924,2,2,1,2,3,3
2729,5,4,5,3,3,4
4156,4,1,2,3,4,1
3140,1,4,3,2,4,3
1354,1,1,4,3,5,2
4395,4,2,1,3,2,2
540,2,2,4,3,3,3
2231,5,1,3,2,4,3
815,3,3,4,5,5,5
1691,4,2,5,2,2,2
1813,3,1,1,5,4,1
3218,2,1,5,1,5,4
3678,2,1,2,1,2,1
34,2,1,1,5,2,1
1584,1,3,2,5,4,2
2808,1,2,5,3,3,3
4495,4,5,1,3,2,3
3359,4,1,1,1,5,4
1414,2,5,5,3,4,2
1362,2,2,2,1,3,2
2507,1,2,4,2,4,1
1029,2,5,5,5,2,5
938,1,3,5,4,4,3
4038,1,1,5,3,2,2
1050,3,3,5,1,2,1
209,1,5,4,5,2,2
2833,4,2,5,4,4,2
1099,4,5,2,2,1,3
4194,4,4,1,2,1,2
885,4,3,5,1,3,1
578,1,2,5,5,4,3
3675,4,1,2,2,4,2
2447,2,1,4,3,2,3
3308,3,1,3,3,3,3
1587,4,4,4,4,5,3
2697,4,2,2,1,2,3
4218,3,1,4,2,3,2
1164,1,4,2,1,2,3
1627,5,5,5,4,3,2
3634,2,1,1,3,1,5
220,4,4,3,5,1,4
4192,2,3,5,5,5,4
173,5,4,4,4,3,5
3858,2,1,2,5,3,2
1542,1,2,1,2,4,3
848,1,5,1,3,1,2
2824,1,5,4,3,1,4
724,4,3,1,2,2,1
3088,1,5,3,3,4,5
3945,2,1,2,5,2,2
3327,2,3,3,1,1,2
160,4,5,2,1,3,4
2932,5,1,1,1,2,4
1425,2,1,2,2,5,2
3244,5,2,1,1,5,5
715,3,5,4,2,3,5
2870,3,5,5,1,2,4
1903,3,1,5,3,2,5
4500,4,1,5,5,4,1
4212,2,5,3,2,2,5
1911,2,1,4,5,1,4
1820,5,3,2,5,1,3
3649,3,3,5,3,5,3
1388,4,4,5,5,4,2
376,5,1,1,4,4,4
2408,1,2,5,2,3,1
2862,2,3,5,4,3,4
2365,4,4,5,5,4,1
67,5,4,2,4,1,2
4793,4,1,1,3,4,2
4773,1,2,5,2,4,5
3435,5,1,2,5,2,3
833,4,4,2,2,4,1
2028,3,3,3,1,5,3
3523,5,3,3,4,5,4
2737,4,3,2,2,2,3
3521,3,3,5,5,5,2
541,2,4,3,1,1,3
2210,3,5,2,4,2,1
551,3,5,3,2,3,4
2045,2,2,1,2,1,4
4133,3,2,3,1,1,1
4256,2,1,3,4,2,5
3055,2,4,2,4,2,2
482,5,2,2,4,5,4
381,1,2,1,1,4,4
4359,1,1,4,4,4,5
4014,1,3,4,4,4,3
1533,5,4,4,4,5,1
1405,2,5,2,4,5,4
1776,1,4,3,4,2,1
2633,3,3,4,2,4,2
3716,3,4,1,4,5,3
709,5,1,4,4,1,5
2482,5,4,1,3,3,4
3296,4,2,4,5,5,3
3288,3,3,2,1,1,5
1344,1,2,1,4,5,5
404,1,1,3,3,5,3
3873,1,5,2,3,3,4
1450,2,5,4,1,2,5
132,4,4,4,5,3,5
3190,3,2,2,4,3,1
1687,2,5,4,1,3,2
1293,3,5,2,3,4,5
2354,3,4,2,5,1,1
4352,2,3,5,4,3,2
1070,5,4,2,3,3,2
2598,3,4,3,2,2,2
4712,5,1,1,2,2,1
274,5,3,5,2,4,3
1629,3,4,4,1,2,5
2739,4,2,2,4,5,2
4723,5,1,4,1,1,4
1849,5,1,3,3,2,2
616,1,2,5,5,2,1
1282,2,2,2,3,1,2
2108,5,2,5,4,5,3
4162,2,5,2,5,5,4
2359,3,3,5,3,2,5
707,4,4,5,1,3,1
2736,3,1,5,5,3,1
2139,1,1,1,2,2,2
203,4,5,1,2,5,3
959,4,1,2,5,1,2
1468,2,3,3,2,2,4
3400,2,5,1,4,2,5
2096,4,5,4,5,5,1
3538,2,5,1,5,3,1
2551,3,5,3,4,5,1
420,5,2,5,2,5,2
2061,3,2,4,2,4,3
91,5,3,1,2,1,5
2732,5,4,2,1,4,5
523,3,5,1,5,4,4
1910,4,3,3,2,4,5
76,5,5,1,3,4,3
555,2,1,4,4,2,4
3973,5,5,3,5,5,4
3195,2,1,1,3,2,5
3010,3,1,4,1,5,4
195,1,3,2,4,5,3
3307,3,1,2,4,1,1
3461,3,3,2,4,5,1
2916,1,2,3,1,2,3
40,3,3,2,3,5,3
3854,2,1,1,5,2,1
986,2,1,3,5,2,4
3565,3,2,2,3,3,2
1704,4,2,2,3,5,5
84,4,3,4,3,1,5
1318,3,1,2,1,4,2
1884,3,3,2,2,4,3
2728,4,4,3,3,1,4
1671,2,1,4,3,2,2
1261,2,5,1,2,1,2
900,3,1,3,2,2,1
479,2,4,3,4,3,1
13,5,1,1,4,4,3
4108,1,1,5,5,2,1
400,4,3,2,3,5,4
3855,5,1,2,2,5,3
3524,3,5,4,5,5,2
3777,5,2,1,2,1,1
3730,2,5,3,3,3,2
1606,2,4,3,5,5,2
4223,4,1,4,4,2,1
4485,3,4,3,5,1,3
2521,3,3,4,4,4,5
2310,1,1,4,4,1,2
992,5,1,3,4,5,4
3605,1,5,3,3,1,3
407,3,1,3,3,1,5
3664,4,5,5,4,5,2
690,4,1,3,5,4,5
4436,5,5,4,4,3,1
782,2,4,5,2,2,4
916,1,3,3,2,1,2
377,2,3,2,3,1,3
1234,2,3,1,3,5,4
1126,5,2,3,5,2,1
1004,3,1,1,5,5,5
2771,3,5,1,5,5,5
750,1,2,1,5,3,3
3479,2,4,3,3,3,1
1082,3,2,4,1,3,1
1623,3,5,2,1,5,4
2419,2,4,2,3,4,5
3948,4,3,4,5,3,1
354,2,5,5,1,4,5
3595,2,5,1,3,1,4
3197,2,2,1,2,1,1
4664,4,4,5,3,1,5
3279,1,4,1,4,5,2
1880,4,5,3,3,1,1
825,4,3,3,5,4,5
3167,4,4,3,2,3,3
1036,2,2,3,1,3,5
4034,2,5,2,4,3,3
803,3,1,4,4,3,1
3703,3,3,1,4,1,5
4334,4,3,2,1,2,1
285,2,1,3,4,4,5
3124,3,5,3,2,5,2
1336,5,1,2,1,4,5
3771,3,5,1,5,3,5
2689,4,2,4,1,2,1
772,5,1,1,5,3,1
4752,3,4,2,5,5,5
3824,2,1,1,1,2,3
566,4,4,3,3,2,1
927,5,2,2,1,3,2
3126,4,2,5,4,1,5
3621,4,4,1,2,5,4
2402,1,3,2,2,2,5
4657,1,2,4,5,2,5
2252,1,1,1,5,4,5
2985,2,4,3,3,1,4
1981,1,2,3,5,1,5
1594,3,2,4,5,2,4
222,3,2,5,5,4,2
2998,5,2,5,1,4,4
4207,3,1,5,4,5,4
1573,2,4,5,2,4,3
2649,1,5,1,1,5,4
3121,5,4,3,4,1,1
2967,1,3,1,4,4,5
4781,2,3,3,5,5,3
4135,3,3,3,4,2,1
1528,1,2,3,4,1,1
4205,3,3,5,1,5,5
3382,4,1,1,1,4,5
1235,1,2,4,3,3,2
465,2,3,2,4,1,1
1255,1,5,4,1,5,5
4269,4,5,1,2,2,4
81,1,4,2,1,5,2
1105,4,1,4,4,2,2
3039,1,3,4,3,1,5
2091,4,3,2,5,4,1
1274,2,1,3,2,5,5
37,1,3,3,2,3,5
3897,5,4,3,4,3,2
4559,3,5,4,3,4,1
2537,1,3,5,3,4,3
3204,3,1,2,5,4,3
1445,2,5,2,1,5,3
3672,2,4,1,3,2,2
1106,2,5,3,1,4,2
1760,3,2,2,3,2,2
4132,4,2,4,5,2,1
3320,5,4,4,2,1,5
1408,5,3,3,2,4,3
496,1,4,4,4,2,5
2699,3,5,5,1,4,3
3630,2,1,1,3,1,4
1503,4,1,3,1,1,1
3303,1,1,4,2,2,3
2846,2,1,5,2,3,5
1091,5,5,5,1,5,5
4609,4,2,3,3,2,3
344,5,4,1,3,4,5
3658,1,5,4,5,1,1
2362,2,1,1,4,2,1
2636,5,4,3,1,3,3
2515,3,4,3,5,2,5
3715,4,4,4,5,4,5
1309,1,3,5,3,5,1
2025,3,4,3,3,5,4
3910,5,2,2,3,2,1
1472,2,2,4,4,1,1
4023,2,3,4,5,3,4
1732,4,1,4,1,5,5
1206,5,3,5,2,4,2
1580,3,3,5,5,4,1
1689,5,3,2,2,1,3
4184,1,3,3,1,5,4
1155,3,5,3,2,1,5
1210,3,5,1,1,4,2
3759,3,5,2,4,4,5
4504,3,2,4,2,5,3
1569,5,4,1,5,2,5
4484,1,4,5,4,2,2
4660,4,3,3,1,5,3
2197,5,4,5,2,2,1
3916,5,4,4,3,1,2
2149,3,5,3,3,1,5
1963,2,4,3,5,4,4
4055,2,1,5,4,2,1
4610,1,3,5,4,2,1
1718,4,3,2,3,4,1
836,1,5,5,4,3,1
4167,5,2,5,1,1,2
1071,1,4,5,2,5,3
2013,1,4,4,1,4,5
4542,2,2,2,4,5,3
4147,3,1,3,4,5,2
2960,3,4,3,5,3,4
2267,5,5,5,3,5,4
4654,5,3,5,1,2,5
4674,2,5,3,1,5,4
4211,4,2,1,2,1,2
2391,5,1,5,1,3,4
3349,2,3,4,1,2,2
923,2,1,2,3,4,5
3230,5,1,1,4,3,3
3369,5,2,5,2,1,1
2629,1,2,5,5,5,1
3745,1,2,2,4,4,2
157,5,5,3,1,5,4
759,4,5,4,2,5,5
1900,4,2,4,4,1,2
1398,4,5,3,5,2,2
1420,3,3,5,2,4,4
2250,4,1,4,4,1,3
4435,5,3,3,2,2,2
2053,2,4,5,3,2,5
545,3,5,2,4,2,3
3216,5,3,5,3,1,4
2080,2,1,2,1,2,2
1514,4,2,4,5,5,5
1222,4,4,1,4,4,3
2433,4,2,2,1,5,1
2871,5,5,1,1,2,4
1713,4,2,3,2,1,5
1959,3,2,3,2,2,2
3266,3,2,1,2,3,3
2299,2,1,4,4,1,3
2950,2,5,1,4,5,2
4346,2,2,2,4,4,4
3623,1,2,5,3,1,1
2644,4,2,5,5,5,5
12,4,1,2,3,4,4
338,1,3,5,5,4,5
3335,4,4,4,1,4,1
20,5,2,5,5,2,2
3432,3,1,1,3,1,3
2385,1,1,5,3,4,3
687,5,3,4,2,3,1
435,4,1,5,2,5,5
127,2,3,3,2,5,3
2638,5,2,4,2,1,5
4158,3,4,5,4,4,4
662,1,3,1,3,1,4
2491,3,4,5,3,5,2
163,2,5,3,5,5,1
4235,2,2,2,2,3,5
2911,5,1,3,4,1,1
561,1,2,1,3,1,5
3427,1,1,5,2,1,1
1615,3,1,1,1,2,4
2347,2,5,5,1,2,4
94,4,1,5,5,3,3
666,2,4,1,2,4,3
3860,3,2,4,1,2,4
2198,1,2,2,2,2,2
4576,4,2,4,1,4,3
1726,5,3,3,4,2,4
1436,3,4,3,1,2,4
3642,4,2,3,5,2,3
3193,3,3,5,4,1,2
4282,4,1,4,5,4,4
822,5,5,5,2,2,1
3920,5,5,4,5,3,1
988,5,1,3,1,3,2
3118,1,1,2,1,1,5
4077,4,1,4,4,1,5
3228,3,2,1,1,1,3
3171,2,2,4,5,2,1
276,3,5,2,1,3,3
100,3,1,2,1,2,1
798,2,2,2,2,5,4
3925,1,1,3,4,1,1
4244,1,4,1,4,1,1
3820,1,5,2,5,1,4
